tweet_text_clean,topic
nstnation letter little lara khadijah mcafee said made friendship loom band thank dr noor hisham,not_related_or_irrelevant
covid19 pandemic unprecedented health economic crisis subsaharan africa regions economy set shr,other_useful_information
war coronavirus cannot morph proverbial war countries say,not_related_or_irrelevant
bbc news coronavirus vaccine target million doses september scientists say,other_useful_information
asked police scotland could tell impact coronavirus lockdown crime rates told,not_related_or_irrelevant
reply chinas response coronavirusspecifically known,not_related_or_irrelevant
chinese man disgusting give quick reply yes nochina coronavirus covid_19 easter coronavirus,not_related_or_irrelevant
new york state report reveals deep coronavirus crisis nursing homes 19 least 20 deaths,affected_people
coronavirus response convenes weekly roundtables eu member states institutions share information,other_useful_information
piece hospitals coronavirus cash crunch previews schemes government run heal,not_related_or_irrelevant
knew november us told israel nato coronavirus,not_related_or_irrelevant
ringing bell black america yrs b4 coronavirus told everyone black c,not_related_or_irrelevant
vacation bucket list house lockdown made long corona2020 coronavirus,not_related_or_irrelevant
government let unskilled workers united kingdom help farmers nearly 3 million u,not_related_or_irrelevant
breaking italy registers 172434 coronavirus infections death toll 22745,disease_transmission
great work paul suggest govts underestimating care home infectiondeath rates deliberately downplayi,not_related_or_irrelevant
another closely related drug favipiravir works way remdesivir galidesivir showed activity,treatment
happening talking racial disparities healthcare system c,not_related_or_irrelevant
many people asked another broadway coronavirus medley full video link,not_related_or_irrelevant
late social distancing late testing late ventilators doesnt mean,prevention
april 16 2020 chinapakistan study centre cpsc issi collaboration mishalpakistan organized,other_useful_information
quarantine work home started facebook discussion group help people work home help others ne,not_related_or_irrelevant
kenyan governor criticized plans include hennessy coronavirus care packages,not_related_or_irrelevant
must everything faked lies deceive gullible nigerians nawaoooo brutai self take look retwee,not_related_or_irrelevant
home cooking time prepare food plan meals wholesome proper food less opting takeawa,not_related_or_irrelevant
meet lewis works department busy setting equipment needed people working home,not_related_or_irrelevant
professor anthony costello uk probably highest coronavirus death rate europe 40000 deaths uk govt sl,deaths_reports
icymi house democrats want new funding pay states let felons jail time house democrats refu,not_related_or_irrelevant
trump 1 denies responsibility 2 punts governors reopening 3 strategy testing 4 stokes protesters,not_related_or_irrelevant
meps free 3 billion support eu healthcare sector eplenary eubudget covid19 coronav,not_related_or_irrelevant
frightening francis wilson healthy 29yearold comorbidities almost died coronaviruscovid19 spendi,not_related_or_irrelevant
thank everyone asked us recently donating shops clothing banks due coronaviru,not_related_or_irrelevant
wake time prepare newworldorder illuminati coronavirus 5gtowers,not_related_or_irrelevant
coronavirus 10 times deadly 2009 swineflu pandemic worldhealthorganization,other_useful_information
gops presidentialdisaster needs step job stop trying,not_related_or_irrelevant
lets see got far right zealots likely wont put families harms way trying,not_related_or_irrelevant
new rule time prick tv says unprecedented difficult times get slap coup,not_related_or_irrelevant
proud involved making nhs nightingale north west hospital reality tackle coronavirus,not_related_or_irrelevant
another 847 deaths bringing total 14576 hopefully everyone agrees small price pay,deaths_reports
netflix fridayfunny humor bingewatching pandemicproblems coronavirus covid19,not_related_or_irrelevant
smoking gun arrived us knew coronavirus november shared intel nato israel,not_related_or_irrelevant
12 55 billion people earth 221m coronavirus 0025 infection 149 697 died far ie,not_related_or_irrelevant
want say huge thank ournhspeople working different roles usual help nhs fight c,not_related_or_irrelevant
live coronavirus updates selfemployed gig workers missouri apply unemployment 2 state psychiatric,not_related_or_irrelevant
avoid touching eyes nose mouth hands allows germs enter body lead infe,prevention
thread coronavirus update natl cdr oxford frightening times children school closures stayat,not_related_or_irrelevant
coronavirus stayhomesavelives well done ministers advisors daily briefings dispite,not_related_or_irrelevant
jfk jr could see future coronavirus,not_related_or_irrelevant
amazing went great powerful oz aint job youre incompetent pathe,not_related_or_irrelevant
italy coronavirus situation april 17 significant fall number hospitalisations fall 1107 yeste,not_related_or_irrelevant
last checked automobile deaths cigaretterelated deaths swimming pool deaths contagious deadl,deaths_reports
coronavirus pandemic causes us banks issue internet fraud alerts,other_useful_information
